(Cantidad de reviews, Score, Titulo)
(226, 4.0, 'Longitude : The True Story of the Lone Genius Who Solved the Greatest Scientific Problem of His Time', '1559273976')
(226, 4.0, 'Longitude : The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time', '0802713122')
(224, 4.0, 'Congo', '0345378490')
(223, 4.0, 'The Climb', '0312206372')
(221, 4.0, 'Fingerprints of the Gods (Alternative History)', '1574531093')
(221, 4.0, "Fingerprints of the Gods : The Evidence of Earth's Lost Civilization", '0517887290')
(217, 4.0, 'Many Lives Many Masters', '0671709984')
(216, 4.0, 'Naked Lunch: The Restored Text', '0802116396')
(215, 4.0, 'Gathering Blue', '0807261505')
(215, 4.0, 'Stolen Lives: Twenty Years in a Desert Jail (Wheeler Large Print Book Series (Cloth))', '1587240904')
(215, 4.0, 'Stolen Lives: Twenty Years in a Desert Jail', '0786871040')
(215, 4.0, 'Stolen Lives: Twenty Years in a Desert Jail', '0786868619')
(215, 4.0, "Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback))", '0786886307')
(213, 4.0, 'War of the Rats', '055358135')
(211, 4.0, "What's So Great About America", '0142003018')
(211, 4.0, "What's So Great About America (New Millennium Audio)", '1590072898')
(211, 4.0, 'The Dante Club', '074351792')
(211, 4.0, 'The Dante Club : A Novel', '0375505296')
(211, 4.0, "What's So Great About America", '0895261537')
(211, 4.0, "What's So Great About America (New Millennium Audio)", '1590072901')
(210, 4.0, "Isaac's Storm : A Man, a Time, and the Deadliest Hurricane in History", '0609602330')
(210, 4.0, "Isaac's Storm : A Man, a Time, and the Deadliest Hurricane in History (Vintage)", '0375708278')
(210, 4.0, 'Heartbreaker', '0671034006')
(210, 4.0, 'Heartbreaker', '0671032992')
(208, 4.0, "Galileo's Daughter : A Historical Memoir of Science, Faith and Love", '0375409386')
(208, 4.0, "Galileo's Daughter: A Historical Memoir of Science, Faith, and Love", '0802713432')
(208, 4.0, 'The COFFIN DANCER THE : A Novel', '067104303')
(208, 4.0, "Galileo's Daughter : A Historical Memoir of Science, Faith and Love", '0375409408')
(208, 4.0, 'The Coffin Dancer (A Lincoln Rhyme Novel)', '0684852853')
(208, 4.0, "Galileo's Daughter : A Historical Memoir of Science, Faith, and Love", '0140280553')
(208, 4.0, 'The Coffin Dancer (A Lincoln Rhyme Novel)', '0671024094')
(206, 4.0, 'Heavier Than Heaven: A Biography of Kurt Cobain', '0786865059')
(206, 4.0, 'A Portrait of the Artist as a Young Man (Twentieth-Century Classics)', '0140186832')
(206, 4.0, 'Heavier than Heaven: A Biography of Kurt Cobain', '0786884029')
(205, 4.0, 'New New Thing, The : A Silicon Valley Story (Silicon Valley)', '1567404464')
(205, 4.0, 'The New New Thing : A Silicon Valley Story', '0393048136')
(205, 4.0, 'The New New Thing: A Silicon Valley Story', '0140296468')
(205, 4.0, 'The Poet', '0446602612')
(203, 4.0, 'Club Dumas, Spanish Edition', '9681903862')
(203, 4.0, 'The Club Dumas (Vintage International)', '0679777547')
(202, 4.0, 'El club Dumas (edici', '8420483885')
(198, 4.0, 'FLOOD TIDE', '0671000314')
(197, 4.0, 'Certain Prey', '0425174271')
(197, 4.0, 'Certain Prey audio', '0399145206')
(197, 4.0, 'Certain Prey', '039914496')
(196, 4.0, 'Debt of Honor (Jack Ryan Novels)', '0785765298')
(195, 4.0, 'Debt of Honor', '0399139540')
(195, 4.0, 'Debt of Honor', '0679436979')
(195, 4.0, 'Debt of Honor', '0375407006')
(195, 4.0, 'The Worst Case Scenario Survival Handbook (Worst-Case Scenario Survival Handbooks (Audio))', '1885408706')
(195, 4.0, 'Debt of Honor (Jack Ryan Novels)', '0425147584')
(194, 4.0, 'A Simple Plan', '0312952716')
(191, 4.0, 'Sick Puppy', '0375409513')
(189, 4.0, 'Carolina Moon', '0515130389')
(189, 4.0, 'The Visitation', '0849962846')
(187, 4.0, 'The Blue Nowhere', '0743506405')
(187, 4.0, 'The Blue Nowhere : A Novel', '0671042262')
(187, 4.0, 'The Blue Nowhere : A Novel', '0684871270')
(185, 4.0, 'The Sum of All Fears (Jack Ryan Novels)', '0425133540')
(185, 4.0, 'The Sum of All Fears (Thorndike Press Large Print Basic Series)', '1560542586')
(185, 4.0, 'The Sum of All Fears', '0671738062')
(185, 4.0, 'Sole Survivor', '067945277')
(185, 4.0, 'Sole Survivor', '0553582941')
(185, 4.0, 'The Pelican Brief', '0385421982')
(185, 4.0, 'The Sum Of All Fears Cd', '0743506898')
(185, 4.0, 'The Sum of All Fears', '0425184226')
(185, 4.0, 'Ticktock', '0553582925')
(185, 4.0, 'The Pelican Brief', '0440214041')
(185, 4.0, 'The Pelican Brief (BDD Audio)', '0553712675')
(181, 4.0, 'The Day After Tomorrow', '0446600415')
(181, 4.0, "Black Mass: The Irish Mob, The FBI and A Devil's Deal", '1891620401')
(181, 4.0, 'Black Mass : The True Story of an Unholy Alliance Between the FBI and the Irish Mob', '0060959258')
(178, 4.0, 'A Republic, Not an Empire', '089526272')
(178, 4.0, 'Ashes to Ashes', '0553579606')
(178, 4.0, 'The 9 Steps to Financial Freedom: Practical and Spritual Steps So You Can Stop Worrying', '0375406808')
(178, 4.0, 'Ashes to Ashes (Wheeler Large Print Book Series (Paper))', '1568959834')
(178, 4.0, 'Emotional Intelligence : Why it can matter more than IQ', '1559276991')
(178, 4.0, "A Republic, Not an Empire : Reclaiming America's Destiny", '0895261596')
(177, 4.0, 'Deja Dead', '0671011367')
(177, 4.0, 'DEJA DEAD: A NOVEL  CASSETTE : A Novel', '0671577069')
(176, 4.0, 'Deja Dead', '0684841177')
(176, 4.0, 'Chronicles, Vol. 1', '0743228154')
(176, 4.0, 'The Triumph and the Glory', '157566397')
(175, 4.0, 'The Empty Chair (A Lincoln Rhyme Novel)', '0743204247')
(175, 4.0, 'The Empty Chair', '0671026011')
(175, 4.0, 'The Empty Chair', '0684855631')
(174, 4.0, 'The Education of Little Tree', '0944993516')
(172, 4.0, 'Hiroshima (Vintage)', '0679721037')
(172, 4.0, "I'm a Stranger Here Myself : Notes on Returning to America After Twenty Years Away.", '0553456504')
(172, 4.0, "I'm a Stranger Here Myself : Notes on Returning to America After Twenty Years Away", '055352626')
(172, 4.0, 'Hiroshima', '0394548442')
(172, 4.0, 'Hiroshima (Civil War Heritage Series)', '1572700033')
(172, 4.0, "I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away", '076790382')
(171, 4.0, "Let's Roll: Ordinary People, Extraordinary Courage", '0842373195')
(170, 4.0, 'Emma: An Authoritative Text Backgrounds Reviews and Criticism (A Norton Critical Edition)', '0393960145')
(170, 4.0, 'How to Make Love Like a Porn Star: A Cautionary Tale', '0060539097')
(169, 4.0, 'April 1865: The Month That Saved America (Thorndike Press Large Print American History Series)', '078389581')
(169, 4.0, 'April 1865: The Month That Saved America', '1402502192')
(169, 4.0, 'April 1865: The Month That Saved America', '0060930888')
(169, 4.0, 'April 1865: The Month That Saved America', '0060187239')
(168, 4.0, 'You Only Live Twice (The James Bond Classic Library)', '156731080')
(167, 4.0, 'Excuse Me, Your Life is Waiting: The Astonishing Power of Feelings', '1574535110')
(166, 4.0, 'City of Bones', '1586212028')
(166, 4.0, 'The Bush Dyslexicon: Observations on a National Disorder', '0393322963')
(166, 4.0, 'The Age of Spiritual Machines', '0140868887')
(166, 4.0, 'The Bush Dyslexicon: Observations on a National Disorder', '0393041832')
(166, 4.0, 'City of Bones', '0446611611')
(166, 4.0, 'City of Bones', '0316154318')
(166, 4.0, 'City of Bones', '158621201')
(166, 4.0, 'City of Bones', '0316154059')
(166, 4.0, 'City of Bones', '1586212036')
(165, 4.0, 'The Falcon at the Portal: An Amelia Peabody Mystery', '0380798573')
(165, 4.0, 'The Falcon at the Portal: An Amelia Peabody Mystery (Wheeler Large Print Book Series (Cloth))', '1568957653')
(163, 4.0, 'Theodore Rex', '0394555090')
(163, 4.0, 'Theodore Rex', '0739300806')
(163, 4.0, 'The Blank Slate : The Denial of Human Nature and Modern Intellectual Life', '0670031518')
(163, 4.0, 'Term Limits', '0671023187')
(163, 4.0, 'Theodore Rex (Modern Library Paperbacks)', '0812966007')
(163, 4.0, 'TERM LIMITS', '0671023179')
(163, 4.0, 'Theodore Rex', '073930013')
(162, 4.0, 'The Genesis Code', '0345422317')
(162, 4.0, 'The Church of Dead Girls', '0312977360')
(162, 4.0, 'Find Me', '0446530077')
(162, 4.0, "Daddy's Little Girl", '0743520556')
(162, 4.0, 'Find Me', '1586213237')
(162, 4.0, "Daddy's Little Girl", '0743520548')
(162, 4.0, "Daddy's Little Girl", '0743460529')
(162, 4.0, "Daddy's Little Girl", '0743206045')
(162, 4.0, "Daddy's Little Girl", '0743228774')
(162, 4.0, 'Find Me', '0446690309')
(161, 4.0, 'On the Street Where You Live', '0671004530')
(161, 4.0, 'On the Street Where You Live : A Novel', '0743212193')
(161, 4.0, "The General's Daughter", '0446364800')
(161, 4.0, 'Jack & Jill (Alex Cross Novels)', '0446604801')
(161, 4.0, 'On the Street Where You Live', '0743518179')
(161, 4.0, 'On The Street Where You Live Unabridged', '0743504429')
(161, 4.0, 'On the Street Where You Live : A Novel', '0743206029')
(161, 4.0, 'Jack & Jill (Spanish)', '9580444323')
(161, 4.0, 'On The Street Where You Live', '0743518187')
(161, 4.0, 'On The Street Where You Live Unabridged', '0743518195')
(160, 4.0, 'The Face', '0739301748')
(160, 4.0, 'The Face', '0553802488')
(160, 4.0, 'Subterranean', '0380792648')
(159, 4.0, '9-11', '1583224890')
(159, 4.0, 'Blood Work', '1590864514')
(159, 4.0, 'Blood Work', '1590864298')
(159, 4.0, '11 de septiembre (9-11, Spanish-Language Edition)', '158322565')
(159, 4.0, 'A Return to Modesty: Discovering the Lost Virtue', '0684843161')
(159, 4.0, 'A RETURN TO MODESTY: Discovering the Lost Virtue', '0684863170')
(159, 4.0, 'Blood Work', '0446602620')
(157, 4.0, "The New Thought Police : Inside the Left's Assault on Free Speech and Free Minds", '0761563733')
(157, 4.0, "The New Thought Police: Inside the Left's Assault on Free Speech and Free Minds", '0761534040')
(157, 4.0, 'Literature Guide: Jacob Have I Loved (Grades 4-8)', '0590373536')
(156, 4.0, 'The Anarchist Cookbook (C-066)', '0962303208')
(155, 4.0, 'When Character Was King: A Story of Ronald Reagan', '0670882356')
(155, 4.0, 'When Character was King', '055352884')
(155, 4.0, "Mindhunter : Inside the FBI's Elite Serial Crime Unit", '0671528904')
(155, 4.0, 'When Character Was King: A Story of Ronald Reagan', '0142001686')
(155, 4.0, 'When Character Was King', '0553714619')
(155, 4.0, 'When Character was King', '0375431462')
(154, 4.0, 'Dark Rivers of the Heart', '0553582895')
(154, 4.0, 'Dark Rivers of the Heart', '0679436669')
(153, 4.0, '', '0375404155')
(153, 4.0, 'Void Moon', '0446609145')
(153, 4.0, '', '0805059555')
(153, 4.0, '', '037540662')
(153, 4.0, 'Void Moon', '1570427127')
(153, 4.0, 'The Universe in a Nutshell', '055371449')
(153, 4.0, '', '0449003787')
(153, 4.0, '', '0375406611')
(153, 4.0, 'Void Moon', '0316154067')
(153, 4.0, 'The Universe in a Nutshell', '0553528394')
(153, 4.0, 'O Is for Outlaw (Thorndike Large Print Basic Series)', '0786220449')
(152, 4.0, "All the Queen's Men", '0671568841')
(152, 4.0, 'Enduring Love', '0754002004')
(152, 4.0, "All the Queen's Men", '0671034413')
(151, 4.0, 'A Problem from Hell: America and the Age of Genocide', '0465061508')
(151, 4.0, '', '0060541644')
(149, 4.0, 'Clear and Present Danger (Bookcassette(r) Edition)', '0930435613')
(149, 4.0, 'Clear and Present Danger (Jack Ryan Novels)', '0425122123')
(149, 4.0, 'Clear And Present Danger', '0743506936')
(149, 4.0, 'Big Lies: The Right-Wing Propaganda Machine and How It Distorts the Truth', '0312315600')
(148, 4.0, 'No Logo: No Space, No Choice, No Jobs', '0312421435')
(148, 4.0, "The Devil's Teardrop", '0671038443')
(148, 4.0, 'No Logo: Taking Aim at the Brand Bullies', '0312203438')
(147, 4.0, 'A History of God: The 4,000-Year Quest of Judaism, Christianity and Islam', '0345384563')
(147, 4.0, "River's End", '0515127833')
(147, 4.0, 'A History of God : The 4,000-Year Quest of Judaism, Christianity and Islam (4 Cassettes)', '0694515035')
(147, 4.0, "River's End", '0399144706')
(146, 4.0, 'The Dress Lodger', '0871137534')
(146, 4.0, "The Dress Lodger (Ballantine Reader's Circle)", '0345436911')
(146, 4.0, 'Midnight Bayou', '1587887827')
(146, 4.0, 'Midnight Bayou', '0399148248')
(146, 4.0, 'Midnight Bayou', '1587887797')
(146, 4.0, 'Midnight Bayou', '1587887789')
(146, 4.0, 'Ghost Rider: Travels on the Healing Road', '1550225464')
(146, 4.0, 'Midnight Bayou (Nova Audio Books)', '1587887800')
(146, 4.0, 'Midnight Bayou', '0515133973')
(146, 4.0, 'Ghost Rider: Travels on the Healing Road', '1550225480')
(146, 4.0, 'Absolute Power', '0446603589')
(145, 4.0, 'Absolute Power', '0446677418')
(145, 4.0, 'Absolute Power', '0613044304')
(145, 4.0, 'Plain Truth', '0671776126')
(145, 4.0, 'Plain Truth', '0671776134')
(144, 4.0, 'Basket Case', '044661193')
(144, 4.0, 'Basket Case', '0553714856')
(144, 4.0, 'Death du Jour', '0684841185')
(144, 4.0, 'Basket Case', '0375411070')
(144, 4.0, 'Death Du Jour : A Novel', '0671043706')
(144, 4.0, 'Death du Jour', '0671011375')
(144, 4.0, 'Maxnotes Waiting for Godot (MAXnotes)', '0878910573')
(143, 4.0, 'And Never Let Her Go : Thomas Capano: The Deadly Seducer', '0684810484')
(143, 4.0, 'And Never Let Her Go : Thomas Capano: The Deadly Seducer', '0671868713')
(142, 4.0, "Barrons Book Notes Hamlet (Barron's Book Notes)", '0812034171')
(142, 4.0, 'The First Days of School: How to Be an Effective Teacher', '0962936022')
(142, 4.0, 'Literature Guide: Julie of the Wolves (Grades 4-8)', '0590996150')
(142, 4.0, 'Hamlet (Shakespeare Made Easy : Modern English Version Side-By-Side With Full Original Text)', '0812036387')
(141, 4.0, 'Jackdaws (Random House Large Print)', '0375431594')
(141, 4.0, 'Jackdaws', '0142800031')
(141, 4.0, 'The Culture of Fear: Why Americans Are Afraid of the Wrong Things', '0465014909')
(141, 4.0, 'Jackdaws', '0142800015')
(141, 4.0, 'Jackdaws', '0451207521')
(141, 4.0, 'Travels With Charley', '0808588761')
(141, 4.0, 'Jackdaws', '0142800023')
(141, 4.0, 'Travels with Charley in Search of America : (Centennial Edition)', '0142000701')
(141, 4.0, 'Travels With Charley: In Search of America', '0140053204')
(141, 4.0, 'Literature Guide: Sarah, Plain and Tall (Grades 4-8)', '0590065726')
(141, 4.0, 'Jackdaws', '0525946284')
(141, 4.0, 'Travels With Charley: In Search of America', '0453008976')
(140, 4.0, 'High Crimes and Misdemeanors: The Case Against Bill Clinton', '0895261138')
(140, 4.0, 'High Crimes and Misdemeanors: The Case Against Bill Clinton', '0895263602')
(139, 4.0, 'No One Left to Lie To: The Triangulations of William Jefferson Clinton', '1859847366')
(139, 4.0, 'No One Left To Lie To: The Values of the Worst Family', '1859842844')
(139, 4.0, "God's Gift to Women : A Novel", '0743249976')
(139, 4.0, "God's Gift to Women : A Novel", '0743246926')
(138, 4.0, "Pretend You Don't See Her", '0671867156')
(138, 4.0, 'The Alphabet Versus the Goddess : The Conflict Between Word and Image', '0140196013')
(138, 4.0, 'Burnt Offerings (Anita Blake Vampire Hunter (Paperback))', '0515134473')
(138, 4.0, "PRETEND YOU DON'T SEE HER", '067157521')
(138, 4.0, 'The Alphabet Versus the Goddess', '0670878839')
(137, 4.0, 'EXQUISITE CORPSE', '0684836270')
(136, 4.0, "God's Debris: A Thought Experiment", '0740721909')
(135, 4.0, "King Leopold's Ghost", '0618001905')
(135, 4.0, "King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa.", '0395759242')
(134, 4.0, 'Downsize This', '0060977337')
(134, 4.0, "Thieves' Paradise", '0525946632')
(134, 4.0, "I Ain't Got Time to Bleed: Reworking the Body Politic from the Bottom Up", '0451200861')
(134, 4.0, "I Ain't Got Time to Bleed", '037540760')
(134, 4.0, 'Domain (Alten, Steve. Domain Series, Bk. 1.)', '0312874766')
(133, 4.0, 'Holidays on Ice', '1570425671')
(133, 4.0, 'Body of Secrets : Anatomy of the Ultra-Secret National Security Agency', '0385499086')
(133, 4.0, 'Body of Secrets : Anatomy of the Ultra-Secret National Security Agency', '0385499078')
(133, 4.0, 'Losing the Race: Self-Sabotage in Black America', '')
(133, 4.0, 'Losing the Race: Self-Sabotage in Black America', '0060935936')
(133, 4.0, 'Losing the Race: Self-Sabotage in Black America', '0684836696')
(132, 4.0, 'The Ice Limit', '0446610232')
(132, 4.0, 'The Ice Limit', '0446525871')
(132, 4.0, 'Shrub : The Short but Happy Political Life of George W. Bush', '0375757147')
(132, 4.0, 'The Ice Limit', '1570428670')
(132, 4.0, 'Still Life With Crows', '0446531421')
(132, 4.0, "Women's Bodies, Women's Wisdom : Creating Physical and Emotional Health and Healing", '0553803271')
(132, 4.0, 'Shrub : The Short But Happy Political Life of George W. Bush', '037541018')
(131, 4.0, 'Hostage : A Novel', '0385495854')
(131, 4.0, 'Hostage : A Novel', '0345434498')
(131, 4.0, 'Supreme Injustice: How the High Court Hijacked Election 2000', '0195148274')
(131, 4.0, 'Life on the Other Side', '1565113748')
(131, 4.0, 'Hostage', '1587885018')
(131, 4.0, 'Hostage (Nova Audio Books)', '1587885026')
(131, 4.0, 'Supreme Injustice: How the High Court Hijacked Election 2000', '0195158075')
(131, 4.0, 'Hostage (Wheeler Large Print Book Series (Cloth))', '1587240769')
(131, 4.0, 'Hostage', '158788500')
(130, 4.0, 'A Darkness More Than Night', '1570429855')
(130, 4.0, 'Protect and Defend: A Novel', '0375430997')
(130, 4.0, 'Protect and Defend: A Novel', '0375416781')
(130, 4.0, 'Protect and Defend : A Novel', '0375416773')
(130, 4.0, 'A Darkness More Than Night', '0316154075')
(130, 4.0, 'Woman : An Intimate Geography', '0385498411')
(130, 4.0, 'Protect and Defend', '0345404793')
(130, 4.0, 'The Killing Game', '0553581554')
(130, 4.0, 'From Dawn to Decadence : 500 Years of Western Cultural Life 1500 to the Present', '0694525480')
(130, 4.0, 'From Dawn to Decadence : 500 Years of Western Cultural Life 1500 to the Present', '0060928832')
(130, 4.0, 'Protect and Defend : A Novel', '0679450440')
(130, 4.0, 'A Darkness More Than Night', '1570429723')
(130, 4.0, 'Woman: An Intimate Geography', '0395691303')
(130, 4.0, 'A Darkness More Than Night', '0446667900')
(130, 4.0, 'Reliquary (Relic)', '0812542835')
(130, 4.0, 'From Dawn to Decadence: 1500 to the Present: 500 Years of Western Cultural Life', '0060175869')
(127, 4.0, 'Billy Straight: A Novel', '0679459596')
(127, 4.0, 'Leadership', '0786868414')
(127, 4.0, 'Live from New York Cass', '1565115236')
(127, 4.0, 'Live From New York CD', '1565115244')
(127, 4.0, 'Leadership', '0786870699')
(127, 4.0, 'Billy Straight', '0345413865')
(127, 4.0, 'Writing Down the Bones: Freeing the Writer Within', '1564556689')
(126, 4.0, 'Customers.Com : How to Create a Profitable Business Strategy for the Internet and Beyond', '0375410406')
(125, 4.0, 'Consilience : The Unity of Knowledge', '0679450777')
(125, 4.0, "Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole", '0786866845')
(125, 4.0, 'Invisible Life', '0553476882')
(125, 4.0, "Ice Bound : A Doctor's Incredible Battle for Survival at the  South Pole", '0786886994')
(125, 4.0, 'Fast Women', '0312252617')
(125, 4.0, 'Fast Women', '0312980159')
(125, 4.0, 'Consilience : The Unity of Knowledge', '067976867')
(125, 4.0, "Uncle Tom's Cabin (Oxford World's Classics)", '0192827871')
(125, 4.0, 'Spiral Dance, The - 20th Anniversary : A Rebirth of the Ancient Religion of the Goddess: 20th Anniversary Edition', '0062516329')
(125, 4.0, "Ice Bound : A Doctor's Incredible Battle for Survival at the South Pole", '1587880121')
(124, 4.0, 'Slouching Towards Gomorrah: Modern Liberalism and American Decline', '0060987197')
(124, 4.0, 'The Final Days: The Last, Desperate Abuses of Power by the Clinton White House', '0895261677')
(124, 4.0, 'The Final Days: The Last, Desperate Abuses of Power by the Clinton White House', '0736685499')
(124, 4.0, 'Slouching Towards Gomorrah', '0060391634')
(124, 4.0, "Darwin's Dangerous Idea: Evolution and the Meanings of Life", '068482471')
(124, 4.0, 'Derailed', '1586214837')
(123, 4.0, 'Derailed', '1586215256')
(123, 4.0, 'The Other Daughter', '0553576798')
(123, 4.0, 'Personal History (Vintage)', '0375701044')
(123, 4.0, 'Stick Figure: A Diary of My Former Self', '0425178900')
(123, 4.0, 'Stick Figure: A Diary of My Former Self', '0684863588')
(123, 4.0, 'Personal History', '0679458182')
(123, 4.0, 'Lip Service', '0671041320')
(123, 4.0, 'Personal  History', '0394585852')
(123, 4.0, 'Derailed', '0446531588')
(122, 4.0, 'Eating Well For Optimum Health : An Essential Guide to Food, Diet, and Nutrition', '0375409637')
(122, 4.0, "Annie's Baby: The Diary of Anonymous, a Pregnant Teenager", '0380791412')
(121, 4.0, 'Every Breath You Take : A True Story of Obsession, Revenge, and Murder', '0743508246')
(121, 4.0, 'Tao Te Ching', '0060812451')
(121, 4.0, 'Tao Te Ching: A New English Version', '0060955430')
(121, 4.0, 'The Vanished Man (A Lincoln Rhyme Novel)', '0743528263')
(121, 4.0, 'Every Breath You Take : A True Story of Obsession, Revenge, and Murder', '0743439740')
(121, 4.0, 'Demolition Angel', '034543448')
(121, 4.0, 'In Pursuit of the Proper Sinner', '0553575104')
(121, 4.0, 'The Vanished Man (A Lincoln Rhyme Novel)', '0743222008')
(121, 4.0, 'Every Breath You Take : A True Story of Obsession, Revenge, and Murder', '0743202961')
(121, 4.0, 'Tao Te Ching', '0060160012')
(121, 4.0, 'Tao Te Ching', '0898458315')
(120, 4.0, '24 Hours', '1567403875')
(120, 4.0, 'Rising Sun', '0345380371')
(120, 4.0, '24 Hours', '0451203593')
(120, 4.0, 'Rising Sun', '0394589424')
(120, 4.0, "This Boy's Life: A Memoir", '0802136680')
(120, 4.0, '24 Hours', '0399146245')
(119, 4.0, "The Last Dive: A Father and Son's Fatal Descent into the Ocean's Depths", '0060194626')
(119, 4.0, 'In Pursuit of the Proper Sinner : A Novel (Random House Large Print)', '0375408460')
(119, 4.0, 'Direct From Dell : Strategies That Revolutionized an Industry', '0694520233')
(119, 4.0, 'Against the Gods : The Remarkable Story of Risk', '0671576461')
(119, 4.0, 'Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx', '0684863871')
(119, 4.0, "Corps 08: In Danger's Path (Corps)", '0515126985')
(118, 4.0, 'Neither Here Nor There : Travels in Europe', '055352576')
(118, 4.0, 'Neither Here Nor There (Travels in Europe)', '0553456210')
(118, 4.0, 'Postmortem (Kay Scarpetta Mysteries (Library))', '0613085744')
(118, 4.0, 'Postmortem', '0694522899')
(118, 4.0, 'Postmortem (Kay Scarpetta Mysteries (Paperback))', '0671023616')
(118, 4.0, 'Now You See Her', '0671034057')
(118, 4.0, 'Postmortem', '0694522813')
(116, 4.0, 'Dying to Please', '1590861639')
(116, 4.0, 'Dying to Please (Nova Audio Books)', '1590861620')
(116, 4.0, 'Lords of Chaos: The Bloody Rise of the Satanic Metal Underground', '0922915482')
(116, 4.0, 'Andy Kaufman Revealed', '0316681237')
(116, 4.0, 'Andy Kaufman Revealed', '0316610984')
(116, 4.0, 'Dying to Please', '1590861604')
(115, 4.0, "Educating Esme: Diary of a Teacher's First Year", '1565122798')
(115, 4.0, 'Educating Esm', '1565122259')
(115, 4.0, 'More Than a Carpenter', '0842374272')
(115, 4.0, "Educating Esme : Diary of a Teacher's First Year", '1565113365')
(115, 4.0, 'The Holocaust Industry: Reflections on the Exploitation of Jewish Suffering', '1859843239')
(115, 4.0, 'The Holocaust Industry: Reflections on the Exploitation of Jewish Suffering', '1859847730')
(114, 4.0, "The Complete Idiot's Guide to Middle East Conflict", '0028632613')
(114, 4.0, 'Betrayal', '0895261960')
(114, 4.0, 'The Art of Seduction', '1565115201')
(114, 4.0, 'The Art of Seduction', '156511521')
(114, 4.0, 'Drinking: A Love Story', '0385315546')
(114, 4.0, 'Betrayal : How the Clinton Administration Undermined American Security', '0895263173')
(114, 4.0, "The Complete Idiot's Guide to Middle East Conflict (2nd Edition)", '0028644107')
(112, 4.0, 'Dead Sleep', '0399147357')
(112, 4.0, 'EVERY DEAD THING', '0684857146')
(112, 4.0, 'Dead Sleep', '1587885247')
(112, 4.0, 'Atticus : Novel, A', '0060927860')
(112, 4.0, 'Every Dead Thing', '067102731')
(112, 4.0, 'Dead Sleep (Brilliance Audio on Compact Disc)', '1587884771')
(112, 4.0, 'Dead Sleep (Nova Audio Books)', '1587884763')
(112, 4.0, 'Dead Sleep', '1587884798')
(112, 4.0, 'Dead Sleep', '0451206525')
(112, 4.0, 'Dead Sleep (Brilliance Audio on Compact Disc)', '158788478')
(111, 4.0, 'Confessions of a Street Addict', '0743524721')
(111, 4.0, 'The War Against Boys: How Misguided Feminism Is Harming Our Young Men', '')
(111, 4.0, 'Confessions of a Street Addict', '0743224876')
(111, 4.0, 'The War Against Boys : How Misguided Feminism Is Harming Our Young Men', '0684849569')
(111, 4.0, 'One L : The Turbulent True Story of a First Year at Harvard Law School', '0446673781')
(111, 4.0, 'The WAR AGAINST BOYS: How Misguided Feminism Is Harming Our Young Men', '0684849577')
(111, 4.0, 'Out of America: A Black Man Confronts Africa', '0156005832')
(111, 4.0, 'Confessions of a Street Addict', '074352473')
(111, 4.0, 'One L', '0671579657')
(110, 4.0, 'Reversible Errors', '0739301160')
(110, 4.0, 'Reversible Errors', '0739301136')
(110, 4.0, 'Secret Prey (Prey Series)', '0425168298')
(110, 4.0, 'Reversible Errors (Thorndike Press Large Print Basic Series)', '078624268')
(110, 4.0, 'No Second  Chance', '0525947299')
(110, 4.0, 'Reversible Errors: A Novel', '0374281602')
(110, 4.0, 'Reversible Errors', '0739301152')
(109, 4.0, 'Where Are the Children', '0671741187')
(109, 4.0, 'Where are the Children', '0671753363')
(109, 4.0, 'Where Are the Children', '0899667805')
(109, 4.0, 'Tell Me Lies (Tell Me Lies)', '0312966806')
(108, 4.0, 'Death in Holy Orders', '0375418822')
(108, 4.0, 'Real Boys : Rescuing Our Sons from the Myths of Boyhood', '0375402918')
(108, 4.0, 'Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover))', '0375412557')
(108, 4.0, 'The Body Farm', '0425147622')
(108, 4.0, 'Death in Holy Orders', '0375431179')
(108, 4.0, 'Death in Holy Orders : An Adam Dalgliesh Mystery', '0345446666')
(108, 4.0, 'The Body Farm', '0425148637')
(108, 4.0, 'Body Farm', '067104687')
(107, 4.0, 'Culture Clash', '1888047054')
(106, 4.0, 'Satin Doll : A Novel', '074321434')
(106, 4.0, 'A Guide for Using How To Eat Fried Worms in the Classroom', '1557348162')
(106, 4.0, 'Close to Shore: A True Story of Terror in an Age of Innocence', '0767904133')
(106, 4.0, 'Mortal Prey', '0399148949')
(105, 4.0, 'Mercy', '0671034022')
(105, 4.0, 'DAUGHTER OF TIME', '0684803860')
(105, 4.0, 'Outrage : The Five Reasons Why O.J. Simpson Got Away With Murder', '0440223822')
(105, 4.0, 'Mortal Prey', '0425189864')
(105, 4.0, 'The Daughter of Time (Audio Editions Mystery Masters)', '1572701382')
(105, 4.0, "Sellout : The Inside Story of President Clinton's Impeachment", '0895261952')
(105, 4.0, 'Mortal Prey', '0399148639')
(105, 4.0, 'Killing Floor', '0515123447')
(105, 4.0, "SellOut: The Inside Story of President Clinton's Impeachment", '0895262436')
(105, 4.0, "The Botany of Desire: A Plant's-Eye View of the World", '0375760393')
